,Job_Title,Company,Location,Salary
5400,Software Engineer,Apex Learning Inc.,"Seattle, WA 98161 (Downtown area)",108000.0
5401,Snr Java Developer Redmond,IntroPro,"Seattle, WA",107500.0
5402,Software Systems Engineer - New Shepard,Blue Origin,"Kent, WA",106000.0
5403,"Advanced Software Engineer, Graphics",Warner Bros Careers,"Kirkland, WA",121500.0
5404,Software Engineer - Backend,Tally,"Seattle, WA",125000.0
5405,"Software Engineer, Android (Seattle)",Duolingo,"Seattle, WA",128500.0
5406,"Sales Engineer, Google Cloud",Google,"Seattle, WA",139000.0
5407,"Software Engineer, Test",Slalom Consulting,"Seattle, WA 98104",99000.0
5410,Deputy Chief Information Officer,Renton Technical College,"Renton, WA 98056",84896.0
5411,DCHS Systems Impact Data Scientist/PPM III,King County,"Seattle, WA 98168",97895.5
5414,"Staff Software Engineer, Lab Workflows - Redwood City, CA (o...",Guardant Health,"Seattle, WA 98104",109000.0
5415,"Software Engineer, Genoa Healthcare",UnitedHealth Group,"Renton, WA 98056",91000.0
5416,Data Scientist,In-Depth Genomics,"Bellevue, WA",95000.0
5417,Software Developer,Axon,"Seattle, WA 98103 (Green Lake - Wallingford area)",118500.0
5418,"Data Scientist - Causal Inference and Experimental Design, M...",Facebook,"Seattle, WA 98101 (Downtown area)",126000.0
5419,"Data Engineer, Data Science",Convoy,"Seattle, WA",112500.0
5420,Database Administrator,Expeditors,"Seattle, WA 98104",99500.0
5421,Software Development Engineer,"Ryan Specialty Group, LLC","Bellevue, WA",112500.0
5422,Software Development Engineer,Ryan Specialty Group,"Bellevue, WA",112500.0
5423,Systems Engineer,WSIPC,"Everett, WA",77000.0
5424,Software Development Engineer (Platform),Xevo,"Bellevue, WA",133500.0
5425,Software Engineer - B2B Backend,Peek,"Seattle, WA",112500.0
5426,Software Development Engineer,Avalara,"Seattle, WA 98104",116500.0
5427,Software Developer 3 (JoinOCI-NLSDST),Oracle,"Seattle, WA",131000.0
5428,Front End Developer,BiSoft,"Redmond, WA",115000.0
5429,Report Card Analyst and Coordinator,State of Washington Office of Superintendent of Pu...,"Olympia, WA 98501",75850.0
5430,Software Engineer,Nintendo of America Inc.,"Redmond, WA 98052",89000.0
5431,Database Administrator (Sysops),Parametric,"Seattle, WA 98104",101500.0
5432,Financial Systems Analyst,Savers,"Bellevue, WA",92500.0
5433,Business Systems Analyst,Perkins Coie,"Seattle, WA 98101 (Downtown area)",86000.0
5434,System Support Analyst,AGEISS Inc.,"Joint Base Lewis McChord, WA",46500.0
5435,Data Scientist,Brillio LLC,"Redmond, WA",120000.0
5436,Acoustic Systems Engineer,Valve Software,"Bellevue, WA 98004 (Downtown area)",110500.0
5437,SDET - API and Automation,Avalara,"Seattle, WA 98104",114000.0
5438,Business Systems Analyst,ANG Technologies,"Bellevue, WA 98007 (Lake Hills area)",99500.0
5439,Enterprise Applications Scrum Master,Tableau,"Seattle, WA 98107 (Ballard area)",105000.0
5440,"Backend Engineer, GrabShare",Grab Taxi,"Seattle, WA",144000.0
5442,PC Support Specialist,"Moose International, Inc.","Mooseheart, IL 60539",42500.0
5444,C++ Programmer,Jettison,"Chicago, IL",125000.0
5445,Pathways Intern - Community Planner,US Department of Transportation,"Chicago, IL",55256.0
5448,Entry Level Program Support Specialist,"AnyLogic North America, LLC","Oakbrook Terrace, IL 60181",45000.0
5449,Pathways Student Intern - General Engineer,US Department of Transportation,"Chicago, IL",48606.0
5451,Data Warehouse Developer,DSC Logistics,"Des Plaines, IL 60018",75000.0
5452,Data Analyst,KDM Engineering,"Chicago, IL 60622 (West Town area)",41500.0
5454,Software C++ Engineer,"Agility Network Services, Inc.","Chicago, IL",82000.0
5455,Data Analyst,MAG USA,"Chicago, IL",47500.0
5456,Systems Engineer (Tier 2),Framework Communications,"Chicago, IL 60612 (Near West Side area)",65000.0
5457,Junior Business Analyst,Trusymmetry Inc,"Chicago, IL",55000.0
5459,Software Engineer,"Agility Network Services, Inc.","Chicago, IL",82000.0
5461,IT Specialist,US Department of Veterans Affairs,"Hines, IL",79234.5
5462,IT ARCHITECT (DoIT),City of Chicago,"Chicago, IL",109530.0
5463,Whitney Young HS: 9-12 Computer Science Teacher (Anticipated...,Chicago Public Schools,"Chicago, IL",50500.0
5464,Information Technology Risk Officer,BMO Financial Group,"Chicago, IL",99500.0
5465,Office 365 - Office Pro Plus Software Engineer,JP Morgan Chase,"Chicago, IL 60603 (Loop area)",112000.0
5466,IT Help Desk Technician,Turano Baking Company,"Berwyn, IL 60402",46000.0
5467,Embedded Software Engineer,Accenture,"Chicago, IL",102000.0
5468,Java Developer,RiVi Consulting Group,"Skokie, IL",101500.0
5469,Java Software Engineer,IMC Financial Markets,"Chicago, IL",144500.0
5470,Cloud Tech Support Help Desk - Entry-Level,Nerdio,"Valparaiso, IN 46383",36000.0
5471,Data Distribution Software Engineer,JP Morgan Chase,"Chicago, IL 60603 (Loop area)",116500.0
5472,Director of Information Technology (full-time),Museum of Contemporary Art Chicago,"Chicago, IL",97500.0
5473,Digital Payments Fullstack Developer,Discover Financial Services,"Chicago, IL 60654 (Loop area)",114000.0
5474,"Software Development Engineer, Android",Groupon,"Chicago, IL 60654 (Loop area)",115500.0
5475,O'Connor Software Engineer,UBS,"Chicago, IL 60606 (Loop area)",113000.0
5477,"Data Scientist, Risk",Groupon,"Chicago, IL 60654 (Loop area)",111500.0
5478,Software Engineer,Allstate,"Chicago, IL 60290 (Loop area)",99000.0
5479,Cloud Network Support Help Desk - Level 2,Nerdio,"Skokie, IL 60077",52500.0
5480,HRIS Analyst,The Chicago Housing Authority,"Chicago, IL 60605 (Near South Side area)",82000.0
5481,High School Computer Teacher,DynCorp International: Kwajalein School System,"Chicago, IL",55000.0
5482,Data Analyst (Client Services),"Harris & Harris, Ltd.","Chicago, IL 60661 (Near West Side area)",35000.0
5484,Technical Support Manager,Everywhere Wireless,"Chicago, IL 60642 (Portage Park area)",65000.0
5486,Network Analyst,Metropolitan Water Reclamation District of Greater...,"Chicago, IL 60655 (Mount Greenwood area)",72075.0
5487,Field Service Engineer,Pevco,"Chicago, IL",65000.0
5488,Systems Engineer,"Nexum, Inc.","Chicago, IL 60603 (Loop area)",107500.0
5490,Sprinkler Designer,Fire By Design,"Northbrook, IL 60062",50000.0
5491,Data Analyst,onShore,"Chicago, IL 60642 (Portage Park area)",75000.0
5492,OPERATIONS ANALYST,City of Chicago,"Chicago, IL",51840.0
5493,Java Developer,Insasys,"Chicago, IL",95000.0
5494,Logistics Data Analyst I,Source Alliance Network LLC,"Chicago, IL 60612 (Near West Side area)",45000.0
5495,Web Application Analyst & Developer,Jettison,"Schaumburg, IL",87500.0
5496,Web Developer PHP/HTML/CSS (on site),OF,"Des Plaines, IL",62500.0
5500,System Analyst,Jettison,"Vernon Hills, IL",75000.0
5501,International Procurement,"St. Charles Trading, Inc.","Elgin, IL",40000.0
5502,Suicide Prevention Program Manager,US Department of the Army,"Darien, IL",79234.5
5503,Software Engineer,Arlex Technologies,"Orland Park, IL 60467",92500.0
5504,ASP.NET C# Software Developer,AAOS,"Rosemont, IL 60018",92500.0
5505,Data Scientist,KeHE Distributors,"Naperville, IL 60563",93000.0
5506,IT Software Developer,Camping World,"Chicago, IL 60606 (Loop area)",104000.0
5507,Software Developer- Product Test Systems,Molex,"Lisle, IL 60532",88500.0
5508,Frontend Web Developer,Groupon,"Chicago, IL 60654 (Loop area)",112500.0
5509,Associate Software Engineer,Dentsu Aegis Network,"Evanston, IL",90000.0
5510,Academic Advisor Department of Computer Science,University of Illinois at Chicago,"Chicago, IL",41000.0
5511,Software Developer,Medulla,"Oak Brook, IL 60523",79000.0
5512,Software Java Engineer,Forte Group,"Chicago, IL 60606 (Loop area)",106000.0
5513,Front-End Software Engineer,SecureTrust,"Chicago, IL",114000.0
5514,Software Design Engineer in Test,WALGREENS,"Deerfield, IL 60015",86000.0
5515,"Sales Engineer, Google Cloud",Google,"Chicago, IL 60607 (Near West Side area)",132500.0
5516,SQL Developer/DBA,Cognus Systems,"Chicago, IL",88000.0
5517,Assoc. Software Developer,UST Global,"Chicago, IL",80500.0
5518,Information Technology Specialist,United States Army,"Chicago, IL",61000.0
5519,Full stack Web Developer,FlavaWorks,"Chicago, IL",85000.0
5520,MS SQL Database Administrator,CISGI,"Hines, IL",90000.0
5523,Customer Facing Data Scientist - Telecom,DataRobot,"Chicago, IL",142500.0
5524,Technology Specialist,Catalyst Schools,"Chicago, IL 60644 (Austin area)",57500.0
5525,Software Developer,Harward Technologies,"Hampshire, IL",120000.0
5526,Software Developer in Test (SDET),Catalyte,"Chicago, IL 60604 (Loop area)",104000.0
5527,Database Administrator,AI TEK Solutions,"Chicago, IL",97500.0
5529,Interfaces Developer,Enfusion,"Chicago, IL 60603 (Loop area)",112500.0
5531,Intern - Software Engineer,Cloudbot,"Chicago, IL",100000.0
5532,Sr Software Engineer,GE Transport,"Chicago, IL",105000.0
5533,Front End Solutions Developer,CapTech Consulting,"Chicago, IL",90000.0
5534,Product Owner,Honeywell,"Des Plaines, IL 60017",118000.0
5535,Scrum Master,Lyons Hathaway,"Chicago, IL",120000.0
5536,Advanced / Senior IT Support Technician - Tier II - Tier III,Simply Smart Technology,"Chicago, IL 60613 (Uptown area)",52500.0
5538,Postdoctoral Researcher - Deep Learning and Reinforcement Le...,"Center for Deep Learning, Northwestern University","Evanston, IL 60208",63500.0
5539,Software Engineer,Google,"Chicago, IL 60607 (Near West Side area)",95000.0
5540,Data Warehouse BI/ETL Developer (Contract Position),"Freeosk, Inc.","Chicago, IL 60654 (Loop area)",109000.0
5541,Systems Engineers,ISCI,"Hines, IL 60141",106000.0
5542,JAVA DEVELOPER,Texsys llc,"Aurora, IL",65000.0
5543,Systems / Network Engineer,"Aqueity, Inc.","Lombard, IL 60148",47500.0
5544,General Engineer/Physical Scientist,US Department of Energy,"Lemont, IL 60439",88127.0
5545,"VP, Data Scientist",Synchrony,"Chicago, IL",127500.0
5546,Finance Information Systems Specialist,Roosevelt University,"Chicago, IL 60605 (Near South Side area)",77500.0
5547,Frontend Developer,Brookfield Properties Retail,"Chicago, IL",110000.0
5548,Data Science Research Professional and Software Developer,The University of Chicago,"Chicago, IL",71500.0
5549,Java J2EE Developer,RiviGroup,"Skokie, IL",99000.0
5550,Data Scientist Analyst/Data Scientist/Data Scientist Senior-...,"Anthem, Inc.","Chicago, IL 60601 (Loop area)",124500.0
5551,Software Engineering Specialist,GE,"Hoffman Estates, IL 60169",87000.0
5552,Front-End Web Developer,Propensity Media,"Schaumburg, IL 60173",70000.0
5553,Software Developer,Pariveda Solutions,"Chicago, IL 60606 (Loop area)",109000.0
5554,Life Fitness - Software Engineer I,Brunswick Corporation,"Franklin Park, IL",95000.0
5555,Data Scientist,Civis Analytics,"Chicago, IL",117500.0
5556,"Systems Engineer- Chicago, Illinois (all levels)",Transmit Security,"Chicago, IL",101000.0
5557,Director of Corporate IT,Grubhub,"Chicago, IL 60602 (Loop area)",137500.0
5558,Development Engineer Internship,Verifone,"Chicago, IL",96500.0
5559,Salesforce Specialist,CDM Media,"Chicago, IL 60654 (Loop area)",45000.0
5560,Data Scientist,Uptake,"Chicago, IL",104000.0
5561,Software Dev Engineer,Redbox,"Oakbrook Terrace, IL",88000.0
5562,Software Engineer,CarAdvise,"Chicago, IL",111000.0
5563,"Data Science Analyst, Supply Chain",Coyote Logistics,"Chicago, IL 60647",125000.0
5564,SYSTEM SUPPORT ENGINEER,TCH International,"Arlington Heights, IL 60005",65500.0
5565,Front End Engineer,Morningstar,"Chicago, IL 60602 (Loop area)",108000.0
5566,Software Developer,ThoughtWorks,"Chicago, IL",93500.0
5567,Front-End Web Developer,CSG,"Chicago, IL",114000.0
5568,Systems Engineer II,Redbox,"Oak Brook, IL",109500.0
5569,Software Engineer,BGC Partners,"Chicago, IL",83500.0
5570,Software Engineer,OneMain Financial,"Chicago, IL",106000.0
5571,Product Development Manager,SUZOHAPP,"Mount Prospect, IL 60056",97500.0
5572,HOUSING OPPORTUNITIES FOR PEOPLE WITH AIDS (HOPWA) Program M...,Brothers Health Collective,"Chicago, IL",41500.0
5574,Software Engineering Specialist,General Electric,"Hoffman Estates, IL 60179",87000.0
5575,Backend Developer (Java),Inspire11,"Chicago, IL",110000.0
5576,Fullstack Software Engineer,"Rocket Travel, Inc.","Chicago, IL",110000.0
5577,"Analyst, Data Science and Product",Mediaocean,"Chicago, IL 60611 (Near North Side area)",110000.0
5578,Backend Software Engineer,eSpark Learning,"Chicago, IL",102000.0
5579,Junior Developer ASP.NET,Tecture LLC,"Chicago, IL 60601 (Loop area)",79000.0
5580,Java Developer,Forecast5 Analytics,"Naperville, IL",99000.0
5581,Software Engineer,Codeverse,"Chicago, IL",112500.0
5582,Software Engineer,"FTD Companies, Inc","Downers Grove, IL 60515",108000.0
5583,Software Engineer,Protective,"Elgin, IL",92500.0
5584,Advanced Full Stack Software Engineer - (JavaScript Focus),Relativity,"Chicago, IL",99500.0
5585,Software Engineer - Java,Slalom Consulting,"Chicago, IL 60601 (Loop area)",109500.0
5586,Data Scientist,Discover Financial Services,"Riverwoods, IL",113500.0
5587,Java Software Developer,NiSource,"Hammond, IN",90000.0
5588,Software Engineer,Vibes,"Chicago, IL",113000.0
5589,Software Engineer,BijjamIT,"Chicago, IL",110000.0
5590,Business Manager,Waukegan Public Library,"Waukegan, IL 60085",39000.0
5592,Cyber Security Analyst (Entry Level Dallas),Critical Start,"Dallas, TX",55000.0
5596,"Tech Apps & Computer Science Teacher, grades 6-9","Arlington Classics Academy, Arlington, TX","Arlington, TX 76017 (Southwest area)",57400.0
5597,Information Technology/ Computer Science Teacher 9-12 19-20S...,International Leadership of Texas - Keller/Saginaw...,"Fort Worth, TX",50250.0
5602,R&D Chef for Food Manufacturing Company,Frankie V's Kitchen,"Dallas, TX",87500.0
5603,Digital Media Specialist,University of Texas at Dallas,"Richardson, TX 75080",43549.0
5606,Java Developer,Cyber Tech Group,"Plano, TX",72500.0
5607,Java + JavaScript Developer,CAF,"Dallas, TX",55000.0
5609,Software Engineer,Revelry,"Dallas-Fort Worth, TX",85000.0
5610,School Director,iCode of Coppell,"Coppell, TX",47500.0
5612,Junior Java Developer,Bluefox Technologies,"Dallas, TX",55000.0
5613,Family Consumer Science Teacher,International Leadership of Texas- Keller/Saginaw...,"Fort Worth, TX",50250.0
5614,Performance Coach K-8 19-20 SY,International Leadership of Texas- Lancaster K8,"Lancaster, TX",50250.0
5615,Employee Relations Coordinator (226 Days),Dallas Independent School District,"Dallas, TX",57262.0
5616,Healthcare Claims Data Analyst,Care N' Care,"Fort Worth, TX 76107 (Arlington Heights area)",61300.0
5618,Library Manager,"City of Dallas, TX","Dallas, TX",68290.5
5619,Computer Engineer,Federal Aviation Administration,"Fort Worth, TX",99071.0
5620,Information Systems Analyst,"United States Bankruptcy Court, Northern District...","Dallas, TX 75242 (Convention Center District area)",83753.0
5621,Software Developer - Data Lake,Goldman Sachs,"Dallas, TX 75201",128500.0
5622,Splunk Software Engineer,JP Morgan Chase,"Plano, TX 75024",131500.0
5623,University Programs: Software Engineer I,Raytheon,"Richardson, TX 75082",108000.0
5624,Java Developer with Strong SQL,"TechNet Resources, Inc.","Richardson, TX",98000.0
5625,Java Developer,Sogeti USA LLC,"Dallas, TX",110000.0
5626,Network Administrator,Promise House,"Dallas, TX 75208 (Oak Cliff area)",41825.0
5627,Data pricing analyst,Stanza Textbooks,"Plano, TX 75074",32500.0
5628,Software Engineer,New England Software Technology,"Plano, TX 75023",99000.0
5629,Supply Software Developer,Ericsson,"Plano, TX",91500.0
5632,Software Development Engineer I - C#,GM Financial,"Irving, TX",100500.0
5634,Software Engineer,Motorola Solutions,"Plano, TX",90000.0
5635,Software Developer,Dexperts,"Irving, TX",72500.0
5636,Software Developer lll,FedEx Services,"Plano, TX",100000.0
5638,"Hiring--Software Engineer--Plano, TX-Contract",Software Technology Inc,"Plano, TX",113500.0
5639,"SQL Developer - Health Plan (Irving, TX)",Children's Medical Center,"Irving, TX",92500.0
5640,Software Engineer,Capital One,"Plano, TX 75086",103500.0
5641,Software Engineer - UI/UX,JP Morgan Chase,"Plano, TX 75024",114000.0
5642,Junior DevOps Engineer--1 or 2 years experience required,Screativesoft,"Dallas, TX 75252 (Far North area)",83000.0
5643,Software Engineer Python / JavaScript,capSpire,"Dallas, TX",111000.0
5644,Software Developer,Siemens,"Irving, TX",74000.0
5645,Data Scientist I,Pieces Technologies,"Dallas, TX",95000.0
5646,Software Engineer (Mainframe Application Developer),JP Morgan Chase,"Plano, TX 75024",106000.0
5647,Software Developer,Brock Solutions,"Irving, TX 75039",72500.0
5648,Software Engineers,MindRim Systems,"Dallas, TX",80000.0
5649,Software Developer,Infosmart Systems Inc,"Plano, TX",76500.0
5650,Software Developer,amdocs,"Richardson, TX 75081",98500.0
5651,Data Scientist,Flow Software Inc.,"Dallas, TX",103500.0
5652,"Full Stack Software Developer Associate - Grand Prairie, Tex...",LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX 75051",94500.0
5653,Software Engineer I,Raytheon,"McKinney, TX 75071",87500.0
5654,Software Engineer,Fannie Mae,"Plano, TX 75086",111000.0
5655,IOC Specialist,Barich Inc,"Dallas, TX",90000.0
5656,Java Developer,Donato Technologies,"Dallas, TX",95500.0
5657,Java Developer,Hire Intellects,"Dallas, TX",99000.0
5658,SQL Developer/DBA,Cognus Systems,"Dallas, TX",86500.0
5659,Software Engineer (Java),Capital One,"Plano, TX 75086",126000.0
5660,.Net Developer/ Software Developer/ Software Engineer,Cana-H2R,"Dallas, TX",115000.0
5662,Java Developer,Sogeti USA LLC,"Fort Worth, TX 76131 (Far North area)",110000.0
5663,Sr. Business Analyst (Airline Experience preferred),Nimble Experts,"Dallas, TX",90000.0
5664,Systems Engineer,Science Referral Network,"McKinney, TX",135000.0
5667,Information Technology Manager,CK Family Services,"Arlington, TX 76018 (Southeast area)",70000.0
5669,Head of Data Analytics,Dallas Area Rapid Transit,"Dallas, TX",135000.0
5670,Systems Engineer,LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX 75051",89500.0
5671,Fullstack Web Developer,Veritis Group Inc.,"Irving, TX 75038",104500.0
5672,Software Engineer,PropelSys,"Plano, TX 75093",108500.0
5674,Systems Analysts/Engineers,BOON TECHNOLOGIES,"Irving, TX",80500.0
5675,Software Engineer,Cloud Resources,"Irving, TX",92500.0
5676,"Software Developer Intern, Appraisal & Tax","Tyler Technologies, Inc.","Plano, TX 75024",94000.0
5677,Associate (Software Engineer),JP Morgan Chase,"Plano, TX 75024",106000.0
5678,Software Engineer Associate,JP Morgan Chase,"Plano, TX 75024",107500.0
5680,Information Technology (IT) Systems Engineer,LOCKHEED MARTIN CORPORATION,"Fort Worth, TX 76108",79000.0
5682,Business Systems Analyst,Tolleson Wealth Management,"Dallas, TX",69500.0
5683,Material Handling Systems Engineer,"Slate River Systems, Inc","Southlake, TX 76092",90000.0
5684,Embedded Software Engineer,Lucid,"Dallas-Fort Worth, TX",106500.0
5685,Certified Math and/or Science Teacher,Bridge Builder Academy,"Richardson, TX 75080",36500.0
5686,Crisis Communications Coordinator,North Central Texas Trauma Regional Advisory Counc...,"Arlington, TX 76011 (East area)",55000.0
5688,Technical Support Representative,Theatro Labs,"Richardson, TX",30000.0
5689,Data Scientist,"City of Dallas, TX","Dallas, TX",107507.5
5690,Data Analyst- Marketing,"HomeBridge Financial Services, Inc.","Dallas, TX 75244",62500.0
5691,Business Systems Analyst,Window Expo & Bath Expo,"Carrollton, TX 75006",45000.0
5692,2019-2020 9th/10th Grade Science Teacher,Responsive Education Solutions,"Corinth, TX",45750.0
5693,. Supplier Quality Engineer,The Triumph Group,"Dallas, TX",65000.0
5694,Principal Analyst (226 Days),Dallas Independent School District,"Dallas, TX",57262.0
5697,Cloud Software Engineer,Onica,"Dallas, TX",119500.0
5698,SQL DBA/Developer,Persistent Knowledge Solutions,"McKinney, TX",92500.0
5699,Software Testing Engineer,ScienceSoft USA Corporation,"McKinney, TX",66000.0
5700,Data Scientist,NLB Corp,"Plano, TX",120000.0
5701,Junior .NET and AngularJS Developer,AdminisTEP,"Plano, TX",80000.0
5702,Software Engineer,amdocs,"Richardson, TX 75081",104000.0
5703,Data Information Systems Engineer,OVHcloud,"Dallas, TX 75234",89500.0
5704,.Net Developer (Engineer 1),JCPenney,"Plano, TX",102000.0
5705,Lead Software Architect/Developer,BG,"Dallas, TX",142500.0
5707,Java Developer,Softvision,"Dallas, TX",114000.0
5708,Software Engineer,Broadcom,"Plano, TX",101000.0
5709,Full Stack Java Developer,HCL America Inc,"Plano, TX",104500.0
5710,Data Scientist,Samsung Electronics,"Richardson, TX 75082",137500.0
5711,Software Engineer – Frontend,KYOTOCOOLING,"Dallas, TX",111000.0
5712,Software Engineer - Java Developer,Fidelity Investments,"Westlake, TX 76262",100000.0
5713,Software Engineer I,Living As One,"Plano, TX",107500.0
5714,IT Specialist,Brock Solutions,"Dallas, TX",88500.0
5716,Software Developer,PharmacyRX,"Forney, TX 75126",87500.0
5717,Software Developer Trainee (Bilingual in Mandarin a plus),Senfina Consultancy Services,"Richardson, TX 75080",96500.0
5719,Full Stack Software Engineer,Masergy Communications,"Plano, TX 75093",108500.0
5722,Cloud Engineer,Omnicom IT,"Irving, TX 75063",107500.0
5723,Graduate Fire Systems Engineer,"City of McKinney, TX","McKinney, TX 75069",72122.5
5724,Java Full Stack Developer,Infogain Corporation,"Plano, TX",95000.0
5725,IT Senior Network Engineer,Dallas Area Rapid Transit,"Dallas, TX",83750.0
5726,Sales Representative,"E-Motion America,Inc.","Irving, TX",60000.0
5727,Sales Consultant - Cabins,"Ulrich Barn Builders, LLC","Cleburne, TX 76031",70000.0
5728,"Full Stack Node.js, Angular, .Net Web.API Developer","Spacee, Inc.","Addison, TX",89000.0
5729,Java Developer,CSC (Corporation Service Company),"Plano, TX",94500.0
5730,Software System Developer (Network Engineer),Expedent,"Irving, TX",72500.0
5731,Analytics/SQL developer,AmerisourceBergen,"Carrollton, TX",104000.0
5733,Process & Product Engineer,II-VI Marlow,"Dallas, TX",82500.0
5734,Automation and Artificial Intelligence Engineer - Frito Lay,PepsiCo,"Plano, TX 75093",121500.0
5735,Java/Angular Developer,BMO Financial Group,"Irving, TX",89500.0
5736,UI UX Java Developer,Visionet Systems,"Richardson, TX",101500.0
5738,UI Developer,Mythri Consulting,"Dallas, TX",96500.0
5739,"Software Engineer, Full Stack",Capital One,"Plano, TX 75086",113000.0
5740,Software Engineer II in Test,Paycor,"Frisco, TX 75034",101500.0
5741,Software Systems Specialist III,University of Texas at Dallas,"Richardson, TX 75080",97500.0
5742,"Java Microservices Developer | Plano, TX",Photon,"Plano, TX",94500.0
5743,.Net Developer (Engineer 1) - Supply Chain,"J.C. Penney Corporation, Inc.","Plano, TX 75075",111500.0
5744,Full Stack Java Developer,Xebia,"Plano, TX",98000.0
5745,Software Engineer (Front End),Capital One,"Plano, TX 75086",119500.0
5747,Software Engineer,Pier 1,"Fort Worth, TX 76102 (Downtown area)",83500.0
5749,"Developer, Web (226 Days)",Dallas Independent School District,"Dallas, TX",67816.0
5750,Specialist I (226 Days),Dallas Independent School District,"Dallas, TX",31900.0
5752,Manager II (Business) (Code),"City of Dallas, TX","Dallas, TX",67608.0
5753,Technical Solutions Architect,Devoil Solutions LLC,"Dallas-Fort Worth, TX",120000.0
5754,Sr 3D Graphics Software Engineer,Inuson Internation Inc,"Richardson, TX",115000.0
5755,Lead Magento Developer,R2 Global,"Plano, TX",115000.0
5756,Mgr Environmental Permitting & Sustainability,BNSF,"Fort Worth, TX 76131 (Far North area)",82700.0
5758,IT Senior Network Engineer - Industrial,Dallas Area Rapid Transit,"Dallas, TX",83750.0
5760,System/Data Analytics Engineer,"Leeward Renewable Energy, LLC","Dallas, TX 75206 (M Streets area)",68000.0
5761,Systems Support Analyst,First Guaranty Mortgage Corporation,"Plano, TX",55000.0
5762,Frontend Web Developer​,Tek9 Solutions,"Dallas, TX",86500.0
5763,"Software Developer I, II - .Net",National General Insurance,"Fort Worth, TX",57500.0
5764,Java Developer,Applied Thought,"Dallas, TX",103000.0
5765,Software Engineer-Deployments,"MobiledgeX, Inc.","Plano, TX",116500.0
5766,Cloud Software Engineer,Cloudreach,"Dallas, TX",108500.0
5767,"Associate, Data Scientist Natural Language Processing",KPMG,"Dallas, TX 75215 (South Boulevard-Park Row area)",89500.0
5768,Java Full-stack Developer (Chatbot Developer),Radiant Digital,"Irving, TX",87500.0
5769,Sr. Full Stack Developer,JP Morgan Chase,"Plano, TX 75024",98000.0
5770,Software Engineer- Mobile Applications,HumCap Recruiting,"Richardson, TX",105000.0
5771,Jr. PKI Development Engineer,OrangePeople,"Plano, TX",120000.0
5772,Teacher - Computer Science **2019-2020 School Year,Klein Independent School District,"Harris County, TX",48500.0
5774,Computer Support Specialist,College of the Mainland,"Texas City, TX 77591",47923.0
5775,Jr. Network Administrator,"Hunting Energy Services, Inc.","Houston, TX 77073",45000.0
5778,Software Engineers I,Nabors Industries,"Houston, TX 77067",97500.0
5780,Database Administrator,Jonas Fitness,"Webster, TX",90000.0
5781,"Data Scientist - AI/ ML - Houston, TX",Lennon Wright Associates,"Houston, TX",140000.0
5783,I.T. Agent,TNT Crane and Rigging,"Houston, TX 77054 (Medical area)",39000.0
5784,UI Web Application Developer,L & T Tech Services,"Houston, TX",73500.0
5785,HOUSING OPPORTUNITIES FOR PEOPLE WITH AIDS Program Manager,Brothers Health Collective,"Houston, TX",42500.0
5786,Computer System Analyst,TanPro Technologies,"Houston, TX",70500.0
5787,Front End Web Developer,2nd.MD,"Houston, TX 77056 (Galleria-Uptown area)",85500.0
5788,User Experience Designer,L & T Tech Services,"Houston, TX",93000.0
5789,Quality Engineer,SFC Global Supply Chain,"Houston, TX",64500.0
5790,Information Technology Specialist,LEO A DALY,"Houston, TX 77042 (West Houston area)",45500.0
5791,Software Developer – Front End,Pryme Technologies,"Houston, TX",106000.0
5796,Web Developer,Cyber Tech Group,"Houston, TX",75000.0
5798,Web Developer,FanReact,"Houston, TX",80000.0
5799,Software Engineer,Rice University,"Houston, TX",82500.0
5800,Software QA Analyst,Weatherford,"Katy, TX 77493",88500.0
5801,TECHNICAL HARDWARE ANALYST II/DO,"City of Houston, TX","Houston, TX",54123.0
5802,Java Application Developer,Fishbone Energy Services LLC,"Deer Park, TX",100500.0
5803,DATA SCIENTIST,Schlumberger,"Houston, TX",108500.0
5804,Software Developer,Cardno,"Houston, TX",79000.0
5805,Computer Science Teacher,KIPP Foundation,"Houston, TX 77036 (Bellaire area)",47500.0
5806,Software Engineer,Emerson,"Houston, TX 77048 (Southeast area)",88500.0
5807,Java Angular Software Engineer,JP Morgan Chase,"Houston, TX 77002 (Downtown area)",116000.0
5809,Full Stack Software Engineer I,Azalea Health,"Houston, TX 77002 (Downtown area)",88500.0
5810,Software Developer,EPMA,"Houston, TX 77090",94000.0
5811,Software Developer,Flexera Global,"Sugar Land, TX",91500.0
5812,Software Developer - Network Tools and Automation,IBM,"Houston, TX 77002 (Downtown area)",87500.0
5813,Business Administrator,The Curry House,"Humble, TX 77338",65312.0
5816,Nonmetallic Engineer/Inspector,RTConsults PLLC,"Houston, TX 77036 (Bellaire area)",60000.0
5817,General Engineer - Inspector,US Department of Transportation,"Houston, TX 77002 (Downtown area)",95536.0
5818,Solution Architect,H3O Labs,"Houston, TX",77000.0
5819,Mobile Applications Developer,Jettison,"Webster, TX",97500.0
5822,Chemist / Lab Manager,Crest Chemicals,"Pearland, TX",70000.0
5825,GRADUATE ENGINEER/OPS/Planning,"City of Houston, TX","Houston, TX",60278.0
5826,Angular Developer,Jettison,"Webster, TX",92500.0
