,Job_Title,Company,Location,Salary
1886,Jr. Net Developer,MOONITSOLUTIONS INC,"Dallas, TX",70000.0
1888,Trainer (226 Days),Dallas Independent School District,"Dallas, TX",49793.0
1889,Firmware Engineer / Embedded Software Engineer,Science Referral Network,"McKinney, TX",132500.0
1890,Public Information Coordinator,"City of Dallas, TX","Dallas, TX",66109.5
1891,Network Engineer,EarlyConnect,"Plano, TX",93600.0
1892,Senior Programmer / Analyst,PrintMailPro,"Dallas, TX",75000.0
1893,Information Technology Administrator,"City of Glenn Heights, TX","Glenn Heights, TX",63480.0
1895,PLM Migration/Integration Engineer,Trinity Group Incorporated,"Dallas, TX 75224 (Southwest Dallas area)",120000.0
1897,Mobile Developer,Apptricity Corporation,"Irving, TX 75039",82500.0
1898,Professional-Software Engineer,AT&T,"Plano, TX",125000.0
1899,C# / ASP.NET Developer (FTE) (Dallas),"Brand Protection Agency, LLC","Dallas, TX",83000.0
1901,Software Engineer,Spirent Communications,"Plano, TX",130000.0
1902,Sr. Business Analyst,Cognizant,"Carrollton, TX",99000.0
1903,.NET Software Developer C#,"EON Applications, Inc.","McKinney, TX",85000.0
1904,Master Software Engineer,Capital One,"Plano, TX 75086",136000.0
1905,Software Development Engineer in Test,Options Clearing Corporation,"Dallas, TX",106500.0
1906,Software Development Engineer in Test (SDET),id Software,"Richardson, TX",101500.0
1907,Senior Software Developer,Event Dynamic,"Dallas, TX",106500.0
1908,Sr Software Engineer,"Healogics, Inc","Dallas, TX",119500.0
1909,Java/Dot Net developer,Infosys,"Dallas, TX",97500.0
1910,Senior Software Developer,"ScaleFactor, Inc.","Dallas, TX",105500.0
1911,Senior Software Developer,National Lloyds,"Dallas, TX",120500.0
1912,Software Engineer - PostgreSQL Java,Hedera Hashgraph,"Dallas, TX",111500.0
1913,Sr Backend Java App Developer,H3O Labs,"Plano, TX",60460.0
1914,Senior Software Developer,Mr. Cooper,"Irving, TX",98000.0
1915,Software Engineer - Automation,Cisco Careers,"Richardson, TX",107500.0
1916,Software Engineer,MyTelemedicine,"McKinney, TX",92500.0
1917,Software System Developer (Database Engineer),Expedent,"Irving, TX",88500.0
1918,Java Developer - Consultant level,Deloitte,"Dallas, TX 75230 (North Dallas area)",99500.0
1919,Business Solution Specialist,Impiger Technologies Inc.,"Richardson, TX 75080",100000.0
1920,GIS Specialist,Dallas Central Appraisal District,"Dallas, TX 75247 (Northwest Dallas area)",44200.0
1924,"Software Development Engineer in Test (Dallas, TX)",Virgin Pulse,"Dallas, TX",109500.0
1925,Software Engineer,defi SOLUTIONS,"Westlake, TX",93500.0
1926,Software Engineer II Mobile,Omnitracs,"Dallas, TX 75201",90500.0
1927,Front End Java Developer,"Levi, Ray & Shoup, Inc","Irving, TX 75063",118500.0
1928,Front-End Web App Developer – Angular,Crossroads Technologies,"Dallas, TX",98000.0
1930,Software Developer,"Hilltop Holdings, Inc.","Dallas, TX 75201",100000.0
1931,Software Engineer II,Digital Room,"Arlington, TX",91000.0
1934,"Director, Software Engineering",SiriusXM,"Irving, TX 75063",134000.0
1935,Network Engineer (Level 2),Global Paradigm,"Dallas, TX 75240 (Far North area)",60000.0
1936,Junior Business Intelligence Developer,Ethos Group Corporate,"Irving, TX",72500.0
1937,Java Developer,Capgemini,"Irving, TX 75063",97000.0
1938,Java/WAS Developer,Allstate,"Irving, TX",96500.0
1939,Software Development Engineer 2,"Mitchell International, Inc.","Coppell, TX 75019",104000.0
1940,Java Developer - Local to TX Only,Tech Mahindra Americas,"Plano, TX",101500.0
1942,Software Test Engineer,Raytheon,"Richardson, TX 75082",126500.0
1943,Full Time C# Developer,NTT DATA Services (formerly Dell Services),"Arlington, TX",80500.0
1944,Software System Developer (Sr.VMware Engineer),Expedent,"Irving, TX",99000.0
1945,IT Specialist,Skypass Travel,"Irving, TX 75039",66500.0
1946,Senior Software Engineer I (Networking),APCON,"Plano, TX 75093",119500.0
1947,Cloud-Native Software Engineer,Comtech Group,"Plano, TX",122000.0
1948,Software Engineer – SDK Application,Hedera Hashgraph,"Dallas, TX",106000.0
1949,Full Stack Software Engineer- Java,HumCap Recruiting,"Dallas, TX",116500.0
1951,Software Development Engineer / C#.Net,Charles Schwab,"Fort Worth, TX 76102 (Downtown area)",113500.0
1953,Software Engineer,Evavi,"Dallas, TX 75234",92500.0
1955,Raw Material Buyer,National Food & Beverage,"Dallas, TX",42500.0
1957,Software Developer,Bastian Solutions,"Farmers Branch, TX",59000.0
1959,"Manager, Software Development",WatchGuard Video,"Allen, TX 75013",133000.0
1962,Software Developer I,TXU Energy,"Irving, TX 75039",85000.0
1965,Software Engineer,Infosmart Systems Inc,"Frisco, TX 75034",97500.0
1966,Software Engineer I,eMDs,"Richardson, TX 75081",77500.0
1967,Software Engineer,SpinSci Technologies,"Dallas, TX",101000.0
1968,Contract Administrator,Collin County Community College,"McKinney, TX 75071",52962.0
1969,Supervisor II (Heavy Equipment),"City of Dallas, TX","Dallas, TX",59404.0
1970,Police Officer / Apprentice Police Officer,Dallas Area Rapid Transit Police Department,"Dallas, TX 75203 (Cedar Crest area)",52642.0
1971,System Administrator,ADT Security Services,"Irving, TX 75039",60000.0
1981,Java Fullstack developer (spring boot Microservices),Lotus Technologies,"Dallas, TX",95000.0
1982,Senior Cybersecurity Analyst,Denton ISD Technology,"Denton, TX 76201",65097.0
1983,Business Development Officer— Information Technologies (IT),"Consulate General of Canada - Dallas, Texas","Dallas, TX",92562.0
1984,Operational Leader,Insala,"Arlington, TX 76006 (North area)",74000.0
1985,RedHat OpenStack Engineer,Clover International,"Dallas, TX",100000.0
1986,Solution Architect,Impiger Technologies Inc.,"Richardson, TX 75080",105000.0
1988,Junior/Intermediate Data Center Technician,Symtech,"Dallas-Fort Worth, TX",47500.0
1991,.net developer,"Visual IT Services,Inc","Irving, TX 75063",45000.0
1992,General Manager (GM),Java Hospitality Solutions,"Allen, TX",47500.0
1996,Specialist I - Menu (226 Days),Dallas Independent School District,"Dallas, TX",42925.0
1997,Lighting Auditor,Aquila Environmental,"Fort Worth, TX 76106 (Northside area)",57500.0
1999,Talent Acquisition Manager,CoVerica Inc.,"Dallas, TX 75252 (Far North area)",70000.0
2000,Community Manager,GoodWork Coworking,"Dallas, TX",40000.0
2004,Expense Administrator,Worldwide Express,"Dallas, TX 75204 (M Streets area)",37500.0
2007,Sr. Software Engineer,"Authentix, Inc.","Addison, TX 75001",110000.0
2008,Intermediate Software Engineer,Geoforce,"Plano, TX",102500.0
2010,Software Engineer - Automation,Cisco Careers,"Richardson, TX",110500.0
2011,Software Engineer,Collinear,"Dallas, TX",107500.0
2012,Software Developer (Android),Bottle Rocket®,"Addison, TX",104000.0
2013,Contributor Service Now Software Engineer,Sabre,"Southlake, TX 76092",89000.0
2014,Software Engineer - Software Services / Backend Developer,Hedera Hashgraph,"Dallas, TX",96500.0
2015,Scala Software Engineer,JP Morgan Chase,"Lewisville, TX 75067",134500.0
2019,Scala Software Engineer,Mass Genics,"Plano, TX",110000.0
2020,Principal Full Stack Developer & Architect,"Voxai Solutions, Inc.","Coppell, TX",97000.0
2021,Omni Channel Customer Insights System Engineer,Verizon,"Irving, TX 75038",113500.0
2022,Research & Analytics Specialist,Learfield,"Plano, TX",62000.0
2023,Senior Software Engineer,Opargo,"Irving, TX 75038",99500.0
2024,Software Engineer II,"Webcetera, L.P.","Lewisville, TX 75067",113500.0
2025,IT Systems Analyst - Mid Level,USAA,"Plano, TX",94000.0
2026,"Hiring---Lead Software Engineer (C#.NET)--Plano, TX/Rockleig...",Software Technology Inc,"Plano, TX",117500.0
2027,Software Architect,NOKIA,"Irving, TX 75039",122500.0
2028,"IT Software Engineer, Senior - Mainframe Applications",OneMain Financial,"Fort Worth, TX",106500.0
2029,Sr. Full-Stack Software Engineer,"Transcore, LP","Plano, TX",118000.0
2030,Senior Software Engineer- GUI Developer,Cash Processing Solutions,"Irving, TX 75063",97500.0
2031,Sr Software Developer,Heartland,"Plano, TX 75024",90500.0
2032,Senior FullStack Software Engineer,JP Morgan Chase,"Lewisville, TX 75067",112000.0
2033,Software Development Manager,"Healogics, Inc","Dallas, TX",129500.0
2034,Senior Software Engineer,L&T Technology Services Ltd.,"Plano, TX",94000.0
2035,DevOps Engineer (Must be willing to work on W2 payroll),Reliable Software,"Irving, TX",111500.0
2036,Full Stack Java Developer,Allstate,"Irving, TX",93000.0
2037,Sr Software Developer,Altice USA,"Plano, TX",119500.0
2038,Entry-Level Software Developers,Trusymmetry Inc,"Texas City, TX",65000.0
2039,Entry Level Business Analyst,Microsolutiontek,"Houston, TX",70000.0
2049,Business Analyst,Mpowerinfotek,"Houston, TX",60000.0
2055,Social Media Guru,"TKH Enterprises, Inc","Houston, TX",52500.0
2057,Associate Software Engineer,Mphasis,"Houston, TX 77070",52500.0
2061,Visual Basic Developer,PCS Software,"The Woodlands, TX",80000.0
2062,Data Quality Assurance (QA) Analyst,CareSet Systems,"Houston, TX 77021 (Southeast area)",50000.0
2063,Program Analyst 340B - Clear Lake Campus - 65739,UTMB,"Clear Lake City, TX",55600.0
2064,IT Business Analyst,"Marco Group International, Inc","Houston, TX",70000.0
2065,Administrative Assistant,Transportation Security Administration,"Houston, TX",41554.0
2066,B2B Account Executive - Software,ConvergePoint,"Houston, TX 77077 (West Houston area)",100000.0
2069,Software Engineer,BLACK PEARL TECHNOLOGY,"Spring, TX 77380",72500.0
2070,Payload Software Integration Engineer,S&K Global Solutions,"Houston, TX 77058 (Pasadena area)",75000.0
2072,ETL Developer,H3O Labs,"Houston, TX",82500.0
2073,Call Center Director,Keystone Advisors,"Houston, TX 77042 (West Houston area)",102500.0
2074,Spacecraft Software Development Engineer,Millennia Global Space,"Houston, TX",130000.0
2075,.Net Developer,"Pinot's Palette Franchise, LLC","Houston, TX 77036 (Bellaire area)",81500.0
2076,Associate Software Developer,Pariveda Solutions,"Houston, TX 77006 (Montrose area)",105500.0
2077,Associate Software Engineer,The Home Depot,"Houston, TX 77001",85500.0
2078,Software Developer VB,"Digisonics, Inc.","Houston, TX 77098 (Montrose area)",75000.0
2079,Software Engineer,Robo Industries,"Houston, TX",99500.0
2080,Database Programmer/Administrator,TerraSond,"Houston, TX 77024 (Greater Memorial area)",71500.0
2081,Software Development Engineer (Full Stack),National Oilwell Varco,"Houston, TX",95500.0
2082,Full Stack Web Developer,ExxonMobil,"Houston, TX 77046 (Montrose area)",108000.0
2083,Software Developer in Test,Onit,"Houston, TX 77056 (Galleria-Uptown area)",85000.0
2084,"Coach, Software Engineering",WeWork,"Houston, TX 77002 (Downtown area)",91500.0
2085,Software Developer,WeHire Group,"Houston, TX",93000.0
2086,Director of Information Technology 120K - 05062019,MARTIN PREFERRED FOODS,"Houston, TX 77007 (Rice Military area)",120000.0
2087,"Intern, Software Engineer, Houston",Avanade,"Houston, TX",87500.0
2088,FULL STACK SOFTWARE ENGINEER,Schlumberger,"Houston, TX",101000.0
2089,Software Engineer/Programmer,Mitsubishi Caterpillar Jungheinrich,"Houston, TX",66500.0
2090,Software Test Engineer,Petroleum Analyzer Company L.P.,"Houston, TX",84000.0
2091,Graphical Software Developer,CGG,"Houston, TX",95500.0
2092,Software Test Engineer,"PAC, LP","Houston, TX 77064",84000.0
2093,Software Developer,AIG,"Houston, TX",87500.0
2094,Cloud Software Engineer,Allos Resources,"Houston, TX",155000.0
2095,Software Engineer I,Pros.,"Houston, TX",101000.0
2096,Software Developer I,"Flow-Cal, Inc.","Houston, TX 77058 (Pasadena area)",66500.0
2097,Software Test Engineer (FQT),"Cimarron Software Service, Inc","Houston, TX",86000.0
2098,Software Engineer,JP Morgan Chase,"Houston, TX 77002 (Downtown area)",107500.0
2099,Software Engineer - Python,JP Morgan Chase,"Houston, TX 77002 (Downtown area)",115000.0
2100,Software Engineer - Web Developer,IHS Markit,"Houston, TX",75000.0
2101,NET Software Developer/Analyst,Advanced Tracking Technologies,"Houston, TX",56000.0
2102,Senior Software Engineer,IPT Global,"Houston, TX",115000.0
2107,Dean of Students is needed for Pre-K -7th grade Campus,School of Science and Technology Sugar Land,"Richmond, TX 77407",72000.0
2108,Payment Software Engineer,Stack Sports,"Houston, TX",112500.0
2109,Crisis Line Specialist,The Harris Center for Mental Health and IDD,"Houston, TX",39650.0
2112,Energy Coordinator,Cypress-Fairbanks Independent School District,"Houston, TX 77064",45170.0
2116,"Collections Associate - Houston, TX",Alltran,"Houston, TX",40000.0
2120,Full Stack VB.Net Developer,Rockwood Shutters,"Houston, TX 77054 (Medical area)",65000.0
2121,Administrative Associate LI,Baylor College of Medicine,"Houston, TX",80000.0
2122,Autonomous Systems Engineer/Developer - JETS AS0004G2,Aerodyne Industries,"Houston, TX",75000.0
2123,"Physical Scientist, ZP-1301-4 (DE/CR)",US Department of Commerce,"Galveston, TX 77550",128893.0
2124,Executive Assistant,PMO Global Services,"Houston, TX",55500.0
2125,Full Stack Microsoft Developer,SLG,"Houston, TX 77034",85000.0
2127,IT recruiter,Triangle Technology,"Houston, TX 77063 (Westchase area)",100000.0
2128,Web Content Coordinator,Immunotec,"The Woodlands, TX",50000.0
2129,Medical Record Tech (Coder),US Department of Veterans Affairs,"Houston, TX 77038",52071.0
2130,Helpdesk Manager,New Caney Independent School District,"New Caney, TX 77357",58907.0
2131,BT-1986 Software Developer,Bastion Technologies,"Houston, TX 77058 (Pasadena area)",79000.0
2133,Internal Talent Consultant,Oscar Technology,"Houston, TX",50000.0
2135,Software Developer,"SmartPark, LLC","Houston, TX",91500.0
2137,"Software Developer (Software Developer, Applications)",Camelot Integrated Solutions Inc.,"Houston, TX",93000.0
2138,Software Engineer,Endurance International Group,"Houston, TX",89000.0
2139,Recruitment Consultant,Oscar Technology,"Houston, TX",60000.0
2141,UI Developer,Capco,"Houston, TX",84000.0
2142,Human Sys Integration Engineer/Developer/Technologist - JETS...,Aerodyne Industries,"Houston, TX",75000.0
2144,Imaging Software Developer,"Digisonics, Inc.","Houston, TX 77098 (Montrose area)",80000.0
2145,Full Stack Developer,Byte Academy,"Houston, TX",80000.0
2146,Software Developer,Bursys,"Houston, TX",88000.0
2147,Software Engineer I,Pros.,"Houston, TX",117500.0
2148,OneView Systems Software Engineer,Hewlett Packard Enterprise,"Houston, TX 77070",101000.0
2151,Software Engineer,National Oilwell Varco,"Conroe, TX 77303",65000.0
2152,Systems Software Engineer,Hewlett Packard Enterprise,"Houston, TX 77070",101000.0
2153,Software Engineer,"The Talance Group, LP","Houston, TX 77002 (Downtown area)",81500.0
2154,IT Application Manager,"The Museum of Fine Arts, Houston","Houston, TX 77005 (West University area)",100000.0
2157,Staff Technical Support Analyst,BMC Software,"Houston, TX 77042 (West Houston area)",68500.0
2159,Technical Support Analyst II,BMC Software,"Houston, TX 77042 (West Houston area)",61250.0
2160,Account Executive - Online Division,Grand Canyon Education,"Houston, TX",65000.0
2161,CMS Lead Embedded Software Engineer - JETS AS0004GP,Aerodyne Industries,"Houston, TX",106500.0
2162,Account Manager,Audimation Services Inc,"Houston, TX 77084",50000.0
2164,Account Executive,Audimation Services Inc,"Houston, TX 77084",65000.0
2165,General Office Assistant/Benefits Processor,Maritime Association - ILA Funds,"Houston, TX 77034",40000.0
2167,Epic Information Services Manager * Information Services - 6...,UTMB,"Webster, TX 77598",105500.0
2171,ACCOUNTS EXECUTIVE,Global Exim Corp,"Houston, TX 77060 (Far North area)",47100.0
2174,Center Manager,Harris County Department of Education,"Baytown, TX",52040.5
2177,Medical Biller,CELESTE THOMAS MD,"The Woodlands, TX",30000.0
2178,Design Consultant,Rockwood Shutters,"Houston, TX 77054 (Medical area)",55000.0
2179,Academic Advisor,Texas Southern University,"Houston, TX 77004 (Southeast area)",41000.0
2182,EXECUTIVE ASSISTANT II (2018-2019),Fort Bend Independent School District,"Sugar Land, TX",37000.0
2184,Health Technician (ER),US Department of Veterans Affairs,"Houston, TX 77038",49869.0
2187,Lead Capital Projects Scheduler,Front Line Consulting LLC,"Houston, TX",132500.0
2191,Member Success Manager,American Productivity & Quality Center,"Houston, TX 77024 (Greater Memorial area)",50000.0
2196,Office 365 Administrator/Engineer,Global Commerce & Services,"Houston, TX",100000.0
2200,Multifamily Superintendent,"Centurion Selection, LLC","Houston, TX",130000.0
2201,Campus Director,Responsive Education Solutions,"The Woodlands, TX",62500.0
2203,Research Associate/Qualitative Methodologist Assistant,Baylor College of Medicine,"Houston, TX",85000.0
2208,Senior Software Engineer,Aesir Media Group,"Houston, TX",85000.0
2209,Systems Engineer III,Visual Edge IT,"Houston, TX",67500.0
2210,ADMINISTRATIVE ASSISTANT,"City of Houston, TX","Houston, TX",54782.0
2213,Research Development Spec II - Ctr Interdisc Res Woman Healt...,UTMB,"Galveston, TX 77550",73423.0
2215,Organizing Coordinator I,Service Employees International Union,"Houston, TX",71000.0
2218,Purchasing Agent,Diffco,"Tomball, TX 77377",80000.0
2220,Financial Database Analyst,Memorial MRI and Diagnostic LLC,"Houston, TX 77055 (Spring Branch area)",70000.0
2221,SENIOR RESEARCH ASSISTANT - PEDIATRICS RESEARCH,MD Anderson Cancer Center,"Houston, TX",44100.0
2222,Solutions Architect,Rainmaker Consulting Resources,"Houston, TX",170000.0
2223,Bookkeeper/Office Manager,"STAR ENGINEERING SERVICES, INC.","Houston, TX 77014",50000.0
2225,Administrative Assistant,Spring Today,"The Woodlands, TX",37500.0
2229,Manager IT/Software Engineer,Harris Health System,"Houston, TX 77054 (Medical area)",97500.0
2231,Information Technology Director,Express Energy,"Houston, TX 77042 (West Houston area)",89000.0
2232,Front-End Web App Developer – Angular,Crossroads Technologies,"Houston, TX",99000.0
2233,Software Engineering Manager,Pariveda Solutions,"Houston, TX 77006 (Montrose area)",126000.0
2235,"Senior Software Engineer (Houston, TX)","Open Systems International, Inc. (OSI)","Houston, TX",97000.0
2236,SQL Database Setup Engineer,GEP Worldwide,"Houston, TX",84000.0
2237,IT Technician,"Plateplus, Inc.","The Woodlands, TX",41000.0
2239,Junior Project Manager,4th Down Solutions,"Houston, TX",44250.0
2240,Arson Investigator,Harris County,"Houston, TX 77002 (Downtown area)",47788.0
2242,Software Engineer UI (EG),Pros.,"Houston, TX",107000.0
2243,Software Developer,Quest IT Solutions,"Houston, TX",82500.0
2244,"Software Developer, Full Stack - Houston, TX",Shell,"Houston, TX",109000.0
2246,Software Development Engineer,H3H International Inc.,"Houston, TX 77074 (Bellaire area)",90000.0
2248,Cloudsuite Financials Consultant,Smart Solutions International,"Houston, TX 77002 (Downtown area)",80500.0
2255,"Design Consultant- Wichita, KS",Rockwood Shutters,"Houston, TX 77054 (Medical area)",40000.0
2257,"Transportation Specialist I, II or III",Texas Department of Transportation,"Angleton, TX 77515",56654.5
2258,User Interface Developer I (UI Developer),cPanel,"Houston, TX",85500.0
2261,Account Coordinator - CL,AssuredPartners,"Houston, TX",39500.0
2262,Lifestyle Director,Cane Island,"Katy, TX 77493",42500.0
2263,TPL Claims Representative,MedData,"The Woodlands, TX",34500.0
2264,Assistant Director of Community Development/Senior Planner,"City of Dickinson, TX","Dickinson, TX",67250.0
2266,IFS (BA) ERP Analyst,Cotton USA,"Katy, TX",85000.0
2267,ENGINEER,"City of Houston, TX","Houston, TX 77002 (Downtown area)",75149.0
2270,Senior Software Developer,AIG,"Houston, TX",140500.0
2271,"Sr Software Engineer - Houston, TX",General Electric,"Houston, TX 77002 (Downtown area)",122000.0
2272,Software Development Engineer in Test (SDET),AIG,"Houston, TX",106500.0
2274,Dot net Developer,Alchemy Software Solutions,"Houston, TX",93500.0
2276,Software Development Manager,Cybersoft PrimeroEdge,"Houston, TX",136500.0
2277,Sr. Software Developer - Technical Lead,Ontellus,"Houston, TX",95000.0
2278,DevOps Engineer,H3O Labs,"Houston, TX",77000.0
2279,Java Software Engineer Lead,JP Morgan Chase,"Houston, TX 77002 (Downtown area)",154000.0
2280,Call Center Representative,Same Day Water Heaters,"Houston, TX",30680.0
2281,IT Specialist,The Institute for Building Technology and Safety (...,"Houston, TX",40000.0
2282,Spaceflight Software Engineer FEATURED,Galaxy Tek Hires,"Houston, TX",112500.0
2283,Front End Developer,Enbridge,"Houston, TX",95500.0
2284,Software Engineer - Java - Margin Calc Reporting Framework w...,JP Morgan Chase,"Houston, TX 77002 (Downtown area)",111500.0
2286,"TEACHER, CTE: INFORMATION TECHNOLOGY CENTER/PTECH (2019-2020...",Fort Bend Independent School District,"Sugar Land, TX",56000.0
2288,Software Engineering Manager,"Transcore, LP","Houston, TX 77036 (Bellaire area)",134500.0
2289,"Field Service - Manufacturing Data Collection, Electrical an...",CIMCO Americas,"Houston, TX",50000.0
2290,Compensation Data Management Specialist HR,Cypress-Fairbanks Independent School District,"Houston, TX 77064",34145.0
2291,Senior Developer/Analyst,"ADA Platform Technologies, LLC","The Woodlands, TX 77380",95000.0
2294,Network Support Specialist,Lee College,"Baytown, TX 77520",63000.0
2295,Modeling and Fault Management Engineer - JETS AS0004G3,Aerodyne Industries,"Houston, TX",99000.0
2296,"DevOps Engineer - Houston, TX",Pennsylvania Higher Education Assistance Agency (P...,"Houston, TX",83650.0
2297,Associate Director of the Center for Criminal Justice,"Earl Carl Institute for Legal & Social Policy, Inc...","Houston, TX",79000.0
2298,Research Associate II -BMB Core A - 64779,UTMB,"Galveston, TX 77550",37980.0
2299,Business Systems Analyst,Alliance Data Corporation,"Houston, TX 77014",84500.0
2300,Full Stack Developer,The Aerospace Corporation,"Houston, TX 77058 (Pasadena area)",119500.0
2301,Business Intelligence Engineer,Cyanco,"Pearland, TX 77584",99000.0
2302,Sr. Java Full Stack Developer,Core Alliance Group Inc.,"Houston, TX",102000.0
2304,Lead Software Engineer,EPAM Systems,"Houston, TX",123500.0
2305,"Process Engineer (Offshore GoM, Stampede) Job",Hess Corporation,"Houston, TX 77041",105500.0
2306,"Process Engineer (Offshore GoM, Baldpate) Job",Hess Corporation,"Houston, TX 77041",105500.0
2307,Security Analyst * Information Services - 64410,UTMB,"Webster, TX 77598",55720.0
2309,Plant Managers and Production Managers,Cardinal Holdings,"Houston, TX",95000.0
2312,Secretary to Elementary Principal,Sheldon Independent School District,"Houston, TX",35032.5
2314,Account Executive,MidAmerican Energy,"Houston, TX",73900.0
2315,Financial Analyst IT,Senior PsychCare,"Houston, TX 77027 (River Oaks area)",52500.0
2316,Master Cam CNC Programmer,SYNEO,"Angleton, TX 77515",55000.0
2317,"Mastercam & Esprit CAM CNC Machinist Programmer, Visual Soft...","Houston, TX","Houston, TX 77041",70000.0
2321,Pharmacist Informatics Specialist - 340B Program - 65738,UTMB,"Clear Lake City, TX",143300.0
2323,Senior Software Engineer,InVisionApp,"Houston, TX",112500.0
2325,Product Owner,"Purity Technology, LLC","Spring, TX 77380",120500.0
2326,Software Engineer II,Bill.com,"Houston, TX",104500.0
2327,Product Owner,IPT Global,"Houston, TX",116500.0
2329,Scrum Master,ExxonMobil,"Houston, TX 77046 (Montrose area)",106500.0
2332,E&T First-Line IT Manager,Caterpillar,"Houston, TX 77043 (Spring Branch area)",116500.0
2334,Associate Controller,Kinder Morgan,"Pasadena, TX",58000.0
2343,Software Architect,ChaiOne,"Houston, TX",137500.0
2344,Sr. Software Developer,Ontellus,"Houston, TX",99500.0
2345,Bilingual Family Services Provider,Harris County Department of Education,"Baytown, TX",37180.5
2346,Software Engineer,"Two Sigma Investments, LLC.","Houston, TX",114000.0
2351,"Software Engineer, Android Applications, Verily Life Science...",Google,"Cambridge, MA 02142 (East Cambridge area)",94500.0
2352,Software Developer (Entry Level),Azara Healthcare,"Burlington, MA",73500.0
2353,Entry level Software Engineer,HCL America,"Boston, MA 02108 (Back Bay-Beacon Hill area)",60000.0
2354,Backend Engineer - Device Software,Fitbit,"Boston, MA 02210 (South Boston area)",109500.0
2355,Associate Software Engineer,"Sunquest Information Systems, Inc.","Boston, MA",89000.0
2356,Software Developer Intern,Appalachian Mountain Cl,"Boston, MA",72500.0
2357,Software Engineer,Brngback,"Boston, MA",85000.0
2358,Junior Software Developer,Smonik Systems LLC,"Norwood, MA 02062",77500.0
2359,Software Engineer,CargoMetrics,"Boston, MA 02116 (South End area)",108500.0
2360,Software Engineer,Groe Advisors,"Boston, MA",101000.0
2361,Entry Level Business Analyst,Atlantictranstrading,"Boston, MA",70000.0
2362,"Cloud software engineer, Bose Health",Bose,"Boston, MA",128000.0
2363,Software Engineer 10173.599,TripAdvisor,"Needham, MA 02494",96500.0
2364,Elixir Software Engineer,Minnow,"Boston, MA",115000.0
2365,Software Developer Intern / Co-Op,Eze Castle Integration,"Boston, MA 02110 (Central area)",74000.0
2366,Software Developer,MIT,"Cambridge, MA 02142 (East Cambridge area)",87500.0
2367,Software Engineer - Entry Level,Cambridge Mobile Telematics,"Cambridge, MA",110500.0
2368,"MTS 1, Software Engineer",Paypal,"Newton, MA",117500.0
2369,Software Engineer,Google,"Cambridge, MA 02142 (East Cambridge area)",95000.0
2370,Software Engineer,HCL America,"Boston, MA 02108 (Back Bay-Beacon Hill area)",60000.0
2371,Federal Campaigns Assistant,ActBlue,"Somerville, MA 02144",55000.0
2374,Customer Support Associate - Boston,LoopUp,"Boston, MA 02110 (Central area)",47500.0
2376,Administrative Office Coordinator I - Massachusetts Appeals...,Trial Courts of Massachusetts,"Boston, MA",67805.0
2380,Senior Producer (Radio/Podcast),Tradeoffs: A Health Policy Podcast,"Boston, MA",85000.0
2381,Associate,Paul|McCoy Family Office,"Boston, MA",55000.0
2382,Software Project Manager,"Connect Now, Inc.","Boston, MA 02110 (Central area)",90000.0
2384,Make over 10k per month,lemonde management,"Boston, MA 02129 (Fenway-Kenmore area)",75000.0
2386,Software Engineer,C Space,"Boston, MA",120000.0
2388,Systems Test Analyst,Center For Health Information And Analysis,"Boston, MA 02116 (South End area)",85000.0
2389,Associate Software Engineer,Welltok,"Boston, MA 02114 (Back Bay-Beacon Hill area)",126000.0
2395,Software Engineer II - Experiences,TripAdvisor,"Boston, MA",120500.0
2396,Assistant Planner,cambridge housing,"Cambridge, MA",59126.0
2397,Front End Software Engineer,Informa,"Cambridge, MA",117500.0
2398,Software Engineer,Algorand LLC,"Boston, MA 02199 (Back Bay-Beacon Hill area)",112500.0
2400,Software Quality Assurance Specialist – Entry Level,Firebrand Technologies,"Newburyport, MA 01950",41500.0
2401,Software Engineer,Pluralsight,"Boston, MA",107500.0
2403,"Software Engineer, Frontend Infrastructure",Wayfair,"Boston, MA",111000.0
2404,Software Developers,Utility Cloud,"Salem, NH",90500.0
2406,Software Engineer (Front-End),DealerScience,"Boston, MA 02110 (Central area)",115000.0
2407,Frontend Engineer,Wise Systems,"Cambridge, MA 02140 (North Cambridge area)",112500.0
2408,IS Security Engineer/Tester (Entry Level),Primeon,"Woburn, MA 01801",62500.0
2409,"Manager, App Portfolio & Software Development",Mastech Digital,"Boston, MA",157000.0
2410,Software Product Manager,Mindcircuit,"Buzzards Bay, MA 02532",95000.0
2411,Software Engineer - Mid to Senior Level,TDMK Digital,"Boston, MA",115000.0
2412,Software Engineer,DrugDev,"Boston, MA",100000.0
2413,Software Engineer - iOS Developer,Cambridge Mobile Telematics,"Cambridge, MA",108500.0
2414,Software Engineer – High Performance Computing,Alta Dynamics,"Concord, MA",119000.0
2415,"Director, Software Engineering",Dispatch.me,"Boston, MA",147500.0
2416,Software Development Engineers in Test (SDETs),Software Quality Associates,"Providence, RI 02908 (Elmhurst area)",109500.0
2417,Software Engineer - Junior (C++/Python),Boston Dynamics,"Waltham, MA 02451",97000.0
2418,Sr. Software Development Engineer - Windows,AuriStor,"Boston, MA",117000.0
2419,Information Technology Director,OnBrand24,"Beverly, MA 01915",80000.0
2420,Software Engineer,JDA Software,"Boston, MA",115000.0
2421,Software Engineer,Applause,"Framingham, MA 01701",111000.0
2422,.NET Software Engineer,Triverus Consulting,"Boston, MA",102000.0
